time,time,eccentricity,equivalent_diameter,feret_diameter_max,filled_area,perimeter,roundness,L,a,b,contrast,correlation,energy,homogeneity,entropy,uniformity
0.0,0.0,0.43187802059867453,11.076756453697664,12.130425278893348,97.32267999999999,38.12287958577542,0.8428583527629486,60.99841289265646,-28.444008718214352,32.59987577976668,121.07674207019596,0.986704594012493,0.24133416769553032,0.6121491909338915,5.988110009626362,0.05904888937881713
15.0,15.0,0.48126601687525783,9.124807237019203,10.055675649206991,66.4513332063492,31.08209496039832,0.8507307651178593,56.77241942350744,-18.83669652672845,22.043532465278762,152.00685804047416,0.9821071262341835,0.2457670357215851,0.48229324004037033,6.11564691892477,0.06187875630167284
30.0,30.0,0.5065192858146224,8.406975227739153,9.453425042777521,56.57223191284663,29.03465513380522,0.8341573949213609,56.34870958283343,-14.847687464756804,19.32274027105453,178.58147332173883,0.9787424212441055,0.24426332848881138,0.466946901297715,6.1338343650148595,0.061141425042802865
45.0,45.0,0.5023701502340933,8.358369589492293,9.397976823322198,55.66179689839572,28.853155358597657,0.8339091467762271,57.41369547792829,-14.021502493967022,19.23002575750656,192.11084125059037,0.9783651255698315,0.2503471802795521,0.46674411309538,6.111326696176275,0.06467860034913893
60.0,60.0,0.4937386996982169,8.189125732568208,9.182139363189764,53.60397673015873,28.125863555751284,0.8359061743674948,58.22458812304799,-13.794030791457004,19.779935298965892,195.87284433580962,0.9779167767388479,0.24692571356398166,0.476477108547205,6.097093099358382,0.06244201329479989
