,time,image_id,label,eccentricity,equivalent_diameter,feret_diameter_max,filled_area,perimeter,mean_intensity-0,mean_intensity-1,mean_intensity-2,roundness,L,a,b,contrast,correlation,energy,homogeneity,entropy,uniformity
0,0,img_1,1,0.5709376543505503,7.7115430171693635,8.759586167556668,46.70597606833161,25.920647717258525,142.378124160172,175.65923138941145,37.58747648481591,0.873555730675787,41.32720998383458,-86.9986234004724,42.94347177779859,468.67089947089954,0.9557210904205885,0.1991275728356836,0.3481883623825086,6.320934423006521,0.039651790263430485
1,0,img_1,2,0.34553025136956556,9.175597062345288,9.666933749841155,66.1239134447651,30.218512532127544,114.00208807896735,153.14540622627183,18.18223234624146,0.9099598844376453,30.54374371992558,-171.13037818410353,40.76877311340269,213.53312255344778,0.9719285202181195,0.1999037218572577,0.41146128226137263,6.185478477510564,0.03996149801238385
2,0,img_1,3,0.5417225287545112,6.65471887139399,7.303833363610396,34.78158013580943,22.033308287877674,150.63226272103933,179.967159870083,60.30710934680621,0.900325912879832,43.757981454848135,-47.94757321409703,38.854388951445614,571.9787735849055,0.9446802327902952,0.1715999429398604,0.29270313799403525,6.316876522144982,0.02944654041696334
3,0,img_1,4,0.40959686838347653,8.078938781217548,8.603436450143985,51.26235051412693,27.11370168172552,132.1718903036239,165.78550440744368,22.568070519098924,0.8762554921576701,36.79455755338031,-88.95059813021497,43.25050497856713,351.2860014619883,0.9656259340445582,0.24111410230892547,0.41234860790005645,6.081339046208005,0.058136010332238974
4,0,img_1,5,0.47947992153065205,6.22925044275484,6.902707856139838,30.476245604383003,20.872167152166075,180.87191103789127,212.82125205930808,47.27883031301483,0.8790958718716398,58.5043807574092,-148.663554401905,48.94722229717238,1027.4487012987013,0.9265317267282916,0.19670394993420098,0.35651335268675555,6.018570927052742,0.03869244391971664
5,0,img_1,6,0.497369724090087,6.66311902478755,7.496351434629729,34.86944410583854,22.28974490537589,176.46976241900649,206.48380129589634,55.1979841612671,0.8819514760260121,55.7290260238865,-84.21544535499639,46.467033569966254,741.8993481095175,0.9517234438902085,0.26186894254794246,0.3976447246623461,5.672524230252545,0.0685753430711776
6,0,img_1,7,0.4810194581076667,8.394242280142596,9.173937611089862,55.34174912262136,27.94603534151173,153.14198230891358,184.75481968700385,41.605806305284645,0.8904762429668323,45.56086615843513,-80.56072275850063,44.31375685154423,337.0838477366255,0.9736242845567342,0.23235280304554762,0.37390327952870567,6.233006962222054,0.053987825083123046
7,0,img_1,8,0.5521349392622598,7.647027557958794,8.50955129837674,45.92775233378806,25.630362433330625,153.13555616288605,185.08636239409674,38.39136376059032,0.8785683641683426,45.66194749636649,-87.76387376615006,44.9488205468942,489.315343915344,0.9581342737214119,0.21190766169930633,0.3348430223740031,6.135021179187577,0.044904857086867665
8,0,img_1,9,0.4614143661773465,6.545756678873804,7.0946108301274515,33.651900521149436,21.627456427957316,165.6840731070496,186.1130175307721,62.23088399850802,0.9040835536347591,47.31887233460773,-28.59789644787279,40.601177821489834,619.9344262295082,0.9521696519855203,0.22776182027836545,0.37132099441513955,5.883635230641865,0.051875446776514435
9,0,img_1,10,0.437080187069254,6.573774375291917,7.0946108301274515,33.94059642267366,21.61150001357962,167.3272928994083,188.4792899408284,69.33986686390533,0.91318655935379,48.390038939105864,-28.620804837559223,39.21528284327786,598.5356184798808,0.9510252197816462,0.18295095564067965,0.29628648921579676,6.207102695145782,0.03347105216983793
10,0,img_1,11,0.6437389412584741,6.995424016861422,8.197001468880705,38.43421088987675,23.385124545902407,155.94186806009145,178.63161332462442,47.41508817766166,0.8831784394831957,43.633310356067156,-34.07195535611399,42.20942052017513,512.7763546798029,0.9569525468096453,0.23370815260604477,0.3523358878299752,5.968291410007218,0.05461950059453031
11,0,img_1,12,0.29653699235985087,7.964380493142128,8.360745430642917,49.81887100650582,26.48993539630443,149.4520030234316,182.28571428571428,28.730914588057445,0.8921583552284827,44.28336057263236,-104.35264502349818,45.8348045030569,332.48829365079365,0.9701892434578601,0.2018207309911396,0.4006232366783804,6.2993614210153535,0.040731607457797935
12,0,img_1,13,0.42040792249111997,6.779628417196965,7.209564083221531,36.09953968624609,22.432550784555936,149.80006954102922,178.28442280945757,36.502086230876216,0.9014760829372005,42.899464112390554,-56.321020798024165,43.999777298151955,435.3553941350551,0.9601731455992027,0.2144158430632798,0.3859462200612604,6.089891486563909,0.045974153756537024
13,0,img_1,14,0.19627130096410703,4.554584845368735,4.7532717461975365,16.29249044254083,15.029875119284895,147.32203389830508,183.35901386748844,28.325885978428353,0.9063304989256582,44.496744863717694,-196.34208985085803,45.94428984452278,1025.609756097561,0.9111963546762293,0.20665434414524547,0.38191390435810507,6.043702028647148,0.042706017954101554
